Macrotrends Data Download

CME Euro FX Futures #1 (EC1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1999-01-04,1.1866
1999-01-05,1.1820
1999-01-06,1.1642
1999-01-07,1.1749
1999-01-08,1.1629
1999-01-11,1.1523
1999-01-12,1.1586
1999-01-13,1.1688
1999-01-14,1.1742
1999-01-15,1.1622
1999-01-19,1.1643
1999-01-20,1.1586
1999-01-21,1.1630
1999-01-22,1.1616
1999-01-25,1.1584
1999-01-26,1.1589
1999-01-27,1.1459
1999-01-28,1.1446
1999-01-29,1.1391
1999-02-01,1.1336
1999-02-02,1.1371
1999-02-03,1.1341
1999-02-04,1.1355
1999-02-05,1.1285
1999-02-08,1.1344
1999-02-09,1.1308
1999-02-10,1.1363
1999-02-11,1.1249
1999-02-12,1.1296
1999-02-16,1.1217
1999-02-17,1.1251
1999-02-18,1.1216
1999-02-19,1.1075
1999-02-22,1.1047
1999-02-23,1.1027
1999-02-24,1.1018
1999-02-25,1.1085
1999-02-26,1.1067
1999-03-01,1.0947
1999-03-02,1.0977
1999-03-03,1.0947
1999-03-04,1.0876
1999-03-05,1.0880
1999-03-08,1.0943
1999-03-09,1.0944
1999-03-10,1.1006
1999-03-11,1.1084
1999-03-12,1.0957
1999-03-15,1.0989
1999-03-16,1.1051
1999-03-17,1.1055
1999-03-18,1.1021
1999-03-19,1.0938
1999-03-22,1.0964
1999-03-23,1.0958
1999-03-24,1.0942
1999-03-25,1.0883
1999-03-26,1.0813
1999-03-29,1.0784
1999-03-30,1.0762
1999-03-31,1.0802
1999-04-01,1.0833
1999-04-05,1.0756
1999-04-06,1.0884
1999-04-07,1.0816
1999-04-08,1.0784
1999-04-09,1.0845
1999-04-12,1.0866
1999-04-13,1.0811
1999-04-14,1.0838
1999-04-15,1.0742
1999-04-16,1.0753
1999-04-19,1.0671
1999-04-20,1.0664
1999-04-21,1.0656
1999-04-22,1.0650
1999-04-23,1.0646
1999-04-26,1.0619
1999-04-27,1.0698
1999-04-28,1.0655
1999-04-29,1.0621
1999-04-30,1.0613
1999-05-03,1.0606
1999-05-04,1.0661
1999-05-05,1.0773
1999-05-06,1.0840
1999-05-07,1.0769
1999-05-10,1.0824
1999-05-11,1.0737
1999-05-12,1.0672
1999-05-13,1.0686
1999-05-14,1.0672
1999-05-17,1.0688
1999-05-18,1.0705
1999-05-19,1.0676
1999-05-20,1.0646
1999-05-21,1.0594
1999-05-24,1.0606
1999-05-25,1.0620
1999-05-26,1.0507
1999-05-27,1.0493
1999-05-28,1.0464
1999-06-01,1.0523
1999-06-02,1.0421
1999-06-03,1.0396
1999-06-04,1.0443
1999-06-07,1.0354
1999-06-08,1.0527
1999-06-09,1.0541
1999-06-10,1.0550
1999-06-11,1.0609
1999-06-14,1.0489
1999-06-15,1.0488
1999-06-16,1.0378
1999-06-17,1.0404
1999-06-18,1.0449
1999-06-21,1.0408
1999-06-22,1.0383
1999-06-23,1.0388
1999-06-24,1.0467
1999-06-25,1.0489
1999-06-28,1.0410
1999-06-29,1.0393
1999-06-30,1.0399
1999-07-01,1.0286
1999-07-02,1.0297
1999-07-06,1.0285
1999-07-07,1.0277
1999-07-08,1.0257
1999-07-09,1.0221
1999-07-12,1.0202
1999-07-13,1.0218
1999-07-14,1.0256
1999-07-15,1.0249
1999-07-16,1.0237
1999-07-19,1.0340
1999-07-20,1.0453
1999-07-21,1.0563
1999-07-22,1.0561
1999-07-23,1.0551
1999-07-26,1.0700
1999-07-27,1.0658
1999-07-28,1.0698
1999-07-29,1.0760
1999-07-30,1.0740
1999-08-02,1.0721
1999-08-03,1.0717
1999-08-04,1.0806
1999-08-05,1.0787
1999-08-06,1.0787
1999-08-09,1.0733
1999-08-10,1.0737
1999-08-11,1.0683
1999-08-12,1.0690
1999-08-13,1.0590
1999-08-16,1.0590
1999-08-17,1.0534
1999-08-18,1.0549
1999-08-19,1.0651
1999-08-20,1.0687
1999-08-23,1.0519
1999-08-24,1.0547
1999-08-25,1.0439
1999-08-26,1.0476
1999-08-27,1.0501
1999-08-30,1.0516
1999-08-31,1.0648
1999-09-01,1.0679
1999-09-02,1.0768
1999-09-03,1.0697
1999-09-07,1.0670
1999-09-08,1.0673
1999-09-09,1.0613
1999-09-10,1.0430
1999-09-13,1.0487
1999-09-14,1.0427
1999-09-15,1.0468
1999-09-16,1.0475
1999-09-17,1.0482
1999-09-20,1.0453
1999-09-21,1.0552
1999-09-22,1.0512
1999-09-23,1.0498
1999-09-24,1.0515
1999-09-27,1.0536
1999-09-28,1.0609
1999-09-29,1.0699
1999-09-30,1.0729
1999-10-01,1.0795
1999-10-04,1.0794
1999-10-05,1.0807
1999-10-06,1.0743
1999-10-07,1.0761
1999-10-08,1.0664
1999-10-12,1.0807
1999-10-13,1.0836
1999-10-14,1.0834
1999-10-15,1.0940
1999-10-18,1.0884
1999-10-19,1.0883
1999-10-20,1.0783
1999-10-21,1.0859
1999-10-22,1.0707
1999-10-25,1.0699
1999-10-26,1.0621
1999-10-27,1.0535
1999-10-28,1.0554
1999-10-29,1.0573
1999-11-01,1.0537
1999-11-02,1.0548
1999-11-03,1.0508
1999-11-04,1.0385
1999-11-05,1.0445
1999-11-08,1.0411
1999-11-09,1.0417
1999-11-10,1.0467
1999-11-12,1.0340
1999-11-15,1.0337
1999-11-16,1.0344
1999-11-17,1.0426
1999-11-18,1.0310
1999-11-19,1.0326
1999-11-22,1.0330
1999-11-23,1.0285
1999-11-24,1.0194
1999-11-26,1.0202
1999-11-29,1.0154
1999-11-30,1.0149
1999-12-01,1.0163
1999-12-02,1.0099
1999-12-03,1.0096
1999-12-06,1.0297
1999-12-07,1.0320
1999-12-08,1.0347
1999-12-09,1.0283
1999-12-10,1.0190
1999-12-13,1.0209
1999-12-14,1.0123
1999-12-15,1.0137
1999-12-16,1.0233
1999-12-17,1.0146
1999-12-20,1.0181
1999-12-21,1.0151
1999-12-22,1.0153
1999-12-23,1.0210
1999-12-27,1.0189
1999-12-28,1.0120
1999-12-29,1.0109
1999-12-30,1.0140
1999-12-31,1.0160
2000-01-03,1.0329
2000-01-04,1.0352
2000-01-05,1.0369
2000-01-06,1.0349
2000-01-07,1.0332
2000-01-10,1.0304
2000-01-11,1.0373
2000-01-12,1.0359
2000-01-13,1.0300
2000-01-14,1.0185
2000-01-18,1.0163
2000-01-19,1.0164
2000-01-20,1.0205
2000-01-21,1.0136
2000-01-24,1.0079
2000-01-25,1.0053
2000-01-26,1.0048
2000-01-27,0.9908
2000-01-28,0.9803
2000-01-31,0.9725
2000-02-01,0.9761
2000-02-02,0.9784
2000-02-03,0.9927
2000-02-04,0.9850
2000-02-07,0.9826
2000-02-08,0.9881
2000-02-09,0.9945
2000-02-10,0.9883
2000-02-11,0.9890
2000-02-14,0.9832
2000-02-15,0.9831
2000-02-16,0.9883
2000-02-17,0.9901
2000-02-18,0.9862
2000-02-22,1.0063
2000-02-23,1.0041
2000-02-24,0.9967
2000-02-25,0.9778
2000-02-28,0.9766
2000-02-29,0.9724
2000-03-01,0.9816
2000-03-02,0.9735
2000-03-03,0.9685
2000-03-06,0.9659
2000-03-07,0.9639
2000-03-08,0.9679
2000-03-09,0.9742
2000-03-10,0.9693
2000-03-13,0.9708
2000-03-14,0.9733
2000-03-15,0.9741
2000-03-16,0.9775
2000-03-17,0.9787
2000-03-20,0.9793
2000-03-21,0.9704
2000-03-22,0.9660
2000-03-23,0.9776
2000-03-24,0.9807
2000-03-27,0.9710
2000-03-28,0.9669
2000-03-29,0.9560
2000-03-30,0.9662
2000-03-31,0.9607
2000-04-03,0.9630
2000-04-04,0.9686
2000-04-05,0.9677
2000-04-06,0.9648
2000-04-07,0.9592
2000-04-10,0.9658
2000-04-11,0.9632
2000-04-12,0.9604
2000-04-13,0.9583
2000-04-14,0.9626
2000-04-17,0.9575
2000-04-18,0.9512
2000-04-19,0.9432
2000-04-20,0.9400
2000-04-24,0.9429
2000-04-25,0.9232
2000-04-26,0.9268
2000-04-27,0.9137
2000-04-28,0.9122
2000-05-01,0.9196
2000-05-02,0.9104
2000-05-03,0.8987
2000-05-04,0.8927
2000-05-05,0.9010
2000-05-08,0.8995
2000-05-09,0.9091
2000-05-10,0.9114
2000-05-11,0.9018
2000-05-12,0.9207
2000-05-15,0.9147
2000-05-16,0.9055
2000-05-17,0.8971
2000-05-18,0.8951
2000-05-19,0.9007
2000-05-22,0.9064
2000-05-23,0.9075
2000-05-24,0.9085
2000-05-25,0.9148
2000-05-26,0.9349
2000-05-30,0.9365
2000-05-31,0.9416
2000-06-01,0.9393
2000-06-02,0.9486
2000-06-05,0.9549
2000-06-06,0.9613
2000-06-07,0.9677
2000-06-08,0.9627
2000-06-09,0.9597
2000-06-12,0.9593
2000-06-13,0.9664
2000-06-14,0.9662
2000-06-15,0.9591
2000-06-16,0.9710
2000-06-19,0.9646
2000-06-20,0.9633
2000-06-21,0.9502
2000-06-22,0.9429
2000-06-23,0.9411
2000-06-26,0.9430
2000-06-27,0.9514
2000-06-28,0.9479
2000-06-29,0.9567
2000-06-30,0.9581
2000-07-03,0.9552
2000-07-05,0.9579
2000-07-06,0.9548
2000-07-07,0.9510
2000-07-10,0.9585
2000-07-11,0.9559
2000-07-12,0.9458
2000-07-13,0.9400
2000-07-14,0.9413
2000-07-17,0.9391
2000-07-18,0.9299
2000-07-19,0.9265
2000-07-20,0.9360
2000-07-21,0.9401
2000-07-24,0.9357
2000-07-25,0.9410
2000-07-26,0.9446
2000-07-27,0.9351
2000-07-28,0.9261
2000-07-31,0.9296
2000-08-01,0.9230
2000-08-02,0.9146
2000-08-03,0.9093
2000-08-04,0.9102
2000-08-07,0.9106
2000-08-08,0.9040
2000-08-09,0.9007
2000-08-10,0.9097
2000-08-11,0.9052
2000-08-14,0.9070
2000-08-15,0.9149
2000-08-16,0.9173
2000-08-17,0.9188
2000-08-18,0.9082
2000-08-21,0.9032
2000-08-22,0.8987
2000-08-23,0.9014
2000-08-24,0.9034
2000-08-25,0.9037
2000-08-28,0.9018
2000-08-29,0.8949
2000-08-30,0.8958
2000-08-31,0.8916
2000-09-01,0.9044
2000-09-05,0.8934
2000-09-06,0.8747
2000-09-07,0.8779
2000-09-08,0.8737
2000-09-11,0.8627
2000-09-12,0.8668
2000-09-13,0.8654
2000-09-14,0.8687
2000-09-15,0.8596
2000-09-18,0.8578
2000-09-19,0.8553
2000-09-20,0.8516
2000-09-21,0.8619
2000-09-22,0.8826
2000-09-25,0.8763
2000-09-26,0.8857
2000-09-27,0.8869
2000-09-28,0.8851
2000-09-29,0.8854
2000-10-02,0.8817
2000-10-03,0.8773
2000-10-04,0.8778
2000-10-05,0.8721
2000-10-06,0.8709
2000-10-10,0.8743
2000-10-11,0.8716
2000-10-12,0.8655
2000-10-13,0.8564
2000-10-16,0.8521
2000-10-17,0.8579
2000-10-18,0.8406
2000-10-19,0.8457
2000-10-20,0.8441
2000-10-23,0.8376
2000-10-24,0.8391
2000-10-25,0.8296
2000-10-26,0.8309
2000-10-27,0.8417
2000-10-30,0.8443
2000-10-31,0.8508
2000-11-01,0.8627
2000-11-02,0.8621
2000-11-03,0.8669
2000-11-06,0.8622
2000-11-07,0.8630
2000-11-08,0.8565
2000-11-09,0.8672
2000-11-10,0.8628
2000-11-13,0.8619
2000-11-14,0.8583
2000-11-15,0.8591
2000-11-16,0.8533
2000-11-17,0.8487
2000-11-20,0.8504
2000-11-21,0.8443
2000-11-22,0.8456
2000-11-24,0.8410
2000-11-27,0.8534
2000-11-28,0.8587
2000-11-29,0.8609
2000-11-30,0.8755
2000-12-01,0.8824
2000-12-04,0.8916
2000-12-05,0.8846
2000-12-06,0.8949
2000-12-07,0.8927
2000-12-08,0.8869
2000-12-11,0.8810
2000-12-12,0.8840
2000-12-13,0.8795
2000-12-14,0.8927
2000-12-15,0.8994
2000-12-18,0.8972
2000-12-19,0.8968
2000-12-20,0.9114
2000-12-21,0.9173
2000-12-22,0.9268
2000-12-26,0.9331
2000-12-27,0.9336
2000-12-28,0.9316
2000-12-29,0.9428
2001-01-02,0.9518
2001-01-03,0.9319
2001-01-04,0.9524
2001-01-05,0.9593
2001-01-08,0.9523
2001-01-09,0.9457
2001-01-10,0.9408
2001-01-11,0.9532
2001-01-12,0.9519
2001-01-16,0.9429
2001-01-17,0.9360
2001-01-18,0.9458
2001-01-19,0.9355
2001-01-22,0.9393
2001-01-23,0.9401
2001-01-24,0.9246
2001-01-25,0.9225
2001-01-26,0.9250
2001-01-29,0.9194
2001-01-30,0.9279
2001-01-31,0.9343
2001-02-01,0.9428
2001-02-02,0.9357
2001-02-05,0.9397
2001-02-06,0.9308
2001-02-07,0.9316
2001-02-08,0.9185
2001-02-09,0.9270
2001-02-12,0.9320
2001-02-13,0.9211
2001-02-14,0.9196
2001-02-15,0.9039
2001-02-16,0.9167
2001-02-20,0.9102
2001-02-21,0.9087
2001-02-22,0.9055
2001-02-23,0.9195
2001-02-26,0.9120
2001-02-27,0.9175
2001-02-28,0.9237
2001-03-01,0.9328
2001-03-02,0.9352
2001-03-05,0.9309
2001-03-06,0.9344
2001-03-07,0.9295
2001-03-08,0.9323
2001-03-09,0.9331
2001-03-12,0.9286
2001-03-13,0.9148
2001-03-14,0.9102
2001-03-15,0.9010
2001-03-16,0.8963
2001-03-19,0.8987
2001-03-20,0.9088
2001-03-21,0.8960
2001-03-22,0.8884
2001-03-23,0.8896
2001-03-26,0.8967
2001-03-27,0.8937
2001-03-28,0.8870
2001-03-29,0.8832
2001-03-30,0.8796
2001-04-02,0.8804
2001-04-03,0.8965
2001-04-04,0.9028
2001-04-05,0.8970
2001-04-06,0.9031
2001-04-09,0.8985
2001-04-10,0.8885
2001-04-11,0.8872
2001-04-12,0.8918
2001-04-16,0.8862
2001-04-17,0.8820
2001-04-18,0.8844
2001-04-19,0.8935
2001-04-20,0.9035
2001-04-23,0.8967
2001-04-24,0.8936
2001-04-25,0.8959
2001-04-26,0.9034
2001-04-27,0.8907
2001-04-30,0.8877
2001-05-01,0.8915
2001-05-02,0.8926
2001-05-03,0.8894
2001-05-04,0.8941
2001-05-07,0.8897
2001-05-08,0.8828
2001-05-09,0.8842
2001-05-10,0.8812
2001-05-11,0.8759
2001-05-14,0.8740
2001-05-15,0.8778
2001-05-16,0.8839
2001-05-17,0.8825
2001-05-18,0.8793
2001-05-21,0.8766
2001-05-22,0.8649
2001-05-23,0.8559
2001-05-24,0.8563
2001-05-25,0.8577
2001-05-29,0.8553
2001-05-30,0.8560
2001-05-31,0.8449
2001-06-01,0.8465
2001-06-04,0.8446
2001-06-05,0.8512
2001-06-06,0.8467
2001-06-07,0.8492
2001-06-08,0.8499
2001-06-11,0.8425
2001-06-12,0.8482
2001-06-13,0.8517
2001-06-14,0.8615
2001-06-15,0.8601
2001-06-18,0.8593
2001-06-19,0.8525
2001-06-20,0.8530
2001-06-21,0.8537
2001-06-22,0.8543
2001-06-25,0.8590
2001-06-26,0.8618
2001-06-27,0.8593
2001-06-28,0.8432
2001-06-29,0.8482
2001-07-02,0.8452
2001-07-03,0.8468
2001-07-05,0.8354
2001-07-06,0.8461
2001-07-09,0.8466
2001-07-10,0.8536
2001-07-11,0.8583
2001-07-12,0.8524
2001-07-13,0.8528
2001-07-16,0.8540
2001-07-17,0.8577
2001-07-18,0.8712
2001-07-19,0.8704
2001-07-20,0.8704
2001-07-23,0.8676
2001-07-24,0.8741
2001-07-25,0.8793
2001-07-26,0.8772
2001-07-27,0.8754
2001-07-30,0.8740
2001-07-31,0.8742
2001-08-01,0.8802
2001-08-02,0.8821
2001-08-03,0.8833
2001-08-06,0.8810
2001-08-07,0.8763
2001-08-08,0.8798
2001-08-09,0.8917
2001-08-10,0.8925
2001-08-13,0.8969
2001-08-14,0.9021
2001-08-15,0.9118
2001-08-16,0.9135
2001-08-17,0.9167
2001-08-20,0.9131
2001-08-21,0.9124
2001-08-22,0.9137
2001-08-23,0.9149
2001-08-24,0.9125
2001-08-27,0.9112
2001-08-28,0.9104
2001-08-29,0.9093
2001-08-30,0.9162
2001-08-31,0.9083
2001-09-04,0.8841
2001-09-05,0.8846
2001-09-06,0.8930
2001-09-07,0.9032
2001-09-10,0.8980
2001-09-11,0.9047
2001-09-13,0.9099
2001-09-14,0.9193
2001-09-17,0.9239
2001-09-18,0.9249
2001-09-19,0.9278
2001-09-20,0.9234
2001-09-21,0.9109
2001-09-24,0.9141
2001-09-25,0.9207
2001-09-26,0.9213
2001-09-27,0.9153
2001-09-28,0.9084
2001-10-01,0.9149
2001-10-02,0.9167
2001-10-03,0.9109
2001-10-04,0.9136
2001-10-05,0.9151
2001-10-09,0.9114
2001-10-10,0.9085
2001-10-11,0.9012
2001-10-12,0.9070
2001-10-15,0.9063
2001-10-16,0.9066
2001-10-17,0.9010
2001-10-18,0.9023
2001-10-19,0.8975
2001-10-22,0.8907
2001-10-23,0.8888
2001-10-24,0.8917
2001-10-25,0.8921
2001-10-26,0.8902
2001-10-29,0.9018
2001-10-30,0.9032
2001-10-31,0.8984
2001-11-01,0.9022
2001-11-02,0.9009
2001-11-05,0.8959
2001-11-06,0.8959
2001-11-07,0.8940
2001-11-08,0.8918
2001-11-09,0.8923
2001-11-13,0.8802
2001-11-14,0.8822
2001-11-15,0.8805
2001-11-16,0.8837
2001-11-19,0.8788
2001-11-20,0.8821
2001-11-21,0.8773
2001-11-23,0.8777
2001-11-26,0.8797
2001-11-27,0.8811
2001-11-28,0.8860
2001-11-29,0.8866
2001-11-30,0.8930
2001-12-03,0.8884
2001-12-04,0.8867
2001-12-05,0.8835
2001-12-06,0.8918
2001-12-07,0.8863
2001-12-10,0.8862
2001-12-11,0.8881
2001-12-12,0.8948
2001-12-13,0.8902
2001-12-14,0.9010
2001-12-17,0.8995
2001-12-18,0.8996
2001-12-19,0.8969
2001-12-20,0.8970
2001-12-21,0.8841
2001-12-24,0.8735
2001-12-26,0.8757
2001-12-27,0.8802
2001-12-28,0.8813
2001-12-31,0.8878
2002-01-02,0.9013
2002-01-03,0.8974
2002-01-04,0.8927
2002-01-07,0.8907
2002-01-08,0.8899
2002-01-09,0.8881
2002-01-10,0.8892
2002-01-11,0.8897
2002-01-14,0.8917
2002-01-15,0.8818
2002-01-16,0.8801
2002-01-17,0.8792
2002-01-18,0.8825
2002-01-22,0.8837
2002-01-23,0.8756
2002-01-24,0.8747
2002-01-25,0.8630
2002-01-28,0.8595
2002-01-29,0.8630
2002-01-30,0.8599
2002-01-31,0.8568
2002-02-01,0.8601
2002-02-04,0.8686
2002-02-05,0.8659
2002-02-06,0.8673
2002-02-07,0.8697
2002-02-08,0.8720
2002-02-11,0.8753
2002-02-12,0.8752
2002-02-13,0.8703
2002-02-14,0.8728
2002-02-15,0.8717
2002-02-19,0.8750
2002-02-20,0.8694
2002-02-21,0.8678
2002-02-22,0.8749
2002-02-25,0.8676
2002-02-26,0.8619
2002-02-27,0.8630
2002-02-28,0.8656
2002-03-01,0.8615
2002-03-04,0.8657
2002-03-05,0.8681
2002-03-06,0.8727
2002-03-07,0.8801
2002-03-08,0.8702
2002-03-11,0.8723
2002-03-12,0.8729
2002-03-13,0.8734
2002-03-14,0.8793
2002-03-15,0.8791
2002-03-18,0.8790
2002-03-19,0.8797
2002-03-20,0.8812
2002-03-21,0.8788
2002-03-22,0.8738
2002-03-25,0.8743
2002-03-26,0.8739
2002-03-27,0.8700
2002-03-28,0.8682
2002-04-01,0.8780
2002-04-02,0.8763
2002-04-03,0.8783
2002-04-04,0.8751
2002-04-05,0.8767
2002-04-08,0.8716
2002-04-09,0.8781
2002-04-10,0.8780
2002-04-11,0.8807
2002-04-12,0.8769
2002-04-15,0.8779
2002-04-16,0.8797
2002-04-17,0.8872
2002-04-18,0.8881
2002-04-19,0.8896
2002-04-22,0.8876
2002-04-23,0.8866
2002-04-24,0.8902
2002-04-25,0.8961
2002-04-26,0.8996
2002-04-29,0.9017
2002-04-30,0.8990
2002-05-01,0.9041
2002-05-02,0.9010
2002-05-03,0.9150
2002-05-06,0.9150
2002-05-07,0.9135
2002-05-08,0.9037
2002-05-09,0.9075
2002-05-10,0.9122
2002-05-13,0.9105
2002-05-14,0.9010
2002-05-15,0.9101
2002-05-16,0.9106
2002-05-17,0.9203
2002-05-20,0.9212
2002-05-21,0.9190
2002-05-22,0.9252
2002-05-23,0.9206
2002-05-24,0.9202
2002-05-28,0.9277
2002-05-29,0.9343
2002-05-30,0.9359
2002-05-31,0.9287
2002-06-03,0.9335
2002-06-04,0.9371
2002-06-05,0.9352
2002-06-06,0.9416
2002-06-07,0.9401
2002-06-10,0.9395
2002-06-11,0.9433
2002-06-12,0.9407
2002-06-13,0.9381
2002-06-14,0.9416
2002-06-17,0.9404
2002-06-18,0.9474
2002-06-19,0.9527
2002-06-20,0.9601
2002-06-21,0.9665
2002-06-24,0.9670
2002-06-25,0.9738
2002-06-26,0.9825
2002-06-27,0.9848
2002-06-28,0.9885
2002-07-01,0.9842
2002-07-02,0.9804
2002-07-03,0.9779
2002-07-05,0.9703
2002-07-08,0.9847
2002-07-09,0.9914
2002-07-10,0.9855
2002-07-11,0.9882
2002-07-12,0.9878
2002-07-15,1.0029
2002-07-16,1.0052
2002-07-17,1.0068
2002-07-18,1.0073
2002-07-19,1.0110
2002-07-22,1.0058
2002-07-23,0.9838
2002-07-24,0.9937
2002-07-25,0.9995
2002-07-26,0.9850
2002-07-29,0.9785
2002-07-30,0.9821
2002-07-31,0.9749
2002-08-01,0.9817
2002-08-02,0.9848
2002-08-05,0.9790
2002-08-06,0.9632
2002-08-07,0.9725
2002-08-08,0.9641
2002-08-09,0.9690
2002-08-12,0.9774
2002-08-13,0.9801
2002-08-14,0.9807
2002-08-15,0.9823
2002-08-16,0.9825
2002-08-19,0.9756
2002-08-20,0.9778
2002-08-21,0.9785
2002-08-22,0.9693
2002-08-23,0.9711
2002-08-26,0.9714
2002-08-27,0.9816
2002-08-28,0.9778
2002-08-29,0.9810
2002-08-30,0.9772
2002-09-03,0.9921
2002-09-04,0.9869
2002-09-05,0.9889
2002-09-06,0.9770
2002-09-09,0.9747
2002-09-10,0.9711
2002-09-11,0.9719
2002-09-12,0.9779
2002-09-13,0.9688
2002-09-16,0.9673
2002-09-17,0.9675
2002-09-18,0.9726
2002-09-19,0.9810
2002-09-20,0.9770
2002-09-23,0.9744
2002-09-24,0.9779
2002-09-25,0.9729
2002-09-26,0.9742
2002-09-27,0.9762
2002-09-30,0.9834
2002-10-01,0.9815
2002-10-02,0.9815
2002-10-03,0.9838
2002-10-04,0.9769
2002-10-07,0.9793
2002-10-08,0.9744
2002-10-09,0.9876
2002-10-10,0.9835
2002-10-11,0.9835
2002-10-15,0.9780
2002-10-16,0.9793
2002-10-17,0.9694
2002-10-18,0.9694
2002-10-21,0.9718
2002-10-22,0.9764
2002-10-23,0.9744
2002-10-24,0.9752
2002-10-25,0.9747
2002-10-28,0.9821
2002-10-29,0.9826
2002-10-30,0.9826
2002-10-31,0.9871
2002-11-01,0.9946
2002-11-04,0.9953
2002-11-05,0.9977
2002-11-06,1.0008
2002-11-07,1.0073
2002-11-08,1.0112
2002-11-12,1.0097
2002-11-13,1.0050
2002-11-14,1.0041
2002-11-15,1.0073
2002-11-18,1.0071
2002-11-19,1.0016
2002-11-20,1.0004
2002-11-21,0.9998
2002-11-22,0.9959
2002-11-25,0.9891
2002-11-26,0.9899
2002-11-27,0.9878
2002-11-29,0.9905
2002-12-02,0.9928
2002-12-03,0.9913
2002-12-04,0.9954
2002-12-05,0.9963
2002-12-06,1.0051
2002-12-09,1.0057
2002-12-10,1.0051
2002-12-11,1.0040
2002-12-12,1.0145
2002-12-13,1.0184
2002-12-16,1.0183
2002-12-17,1.0246
2002-12-18,1.0222
2002-12-19,1.0230
2002-12-20,1.0231
2002-12-23,1.0222
2002-12-24,1.0270
2002-12-26,1.0338
2002-12-27,1.0406
2002-12-30,1.0447
2002-12-31,1.0471
2003-01-02,1.0330
2003-01-03,1.0383
2003-01-06,1.0442
2003-01-07,1.0384
2003-01-08,1.0461
2003-01-09,1.0457
2003-01-10,1.0556
2003-01-13,1.0521
2003-01-14,1.0541
2003-01-15,1.0520
2003-01-16,1.0593
2003-01-17,1.0629
2003-01-21,1.0692
2003-01-22,1.0693
2003-01-23,1.0735
2003-01-24,1.0815
2003-01-27,1.0832
2003-01-28,1.0798
2003-01-29,1.0810
2003-01-30,1.0786
2003-01-31,1.0736
2003-02-03,1.0749
2003-02-04,1.0859
2003-02-05,1.0786
2003-02-06,1.0816
2003-02-07,1.0815
2003-02-10,1.0732
2003-02-11,1.0718
2003-02-12,1.0705
2003-02-13,1.0825
2003-02-14,1.0762
2003-02-18,1.0674
2003-02-19,1.0747
2003-02-20,1.0813
2003-02-21,1.0756
2003-02-24,1.0782
2003-02-25,1.0750
2003-02-26,1.0771
2003-02-27,1.0741
2003-02-28,1.0770
2003-03-03,1.0849
2003-03-04,1.0843
2003-03-05,1.0937
2003-03-06,1.0936
2003-03-07,1.0974
2003-03-10,1.1006
2003-03-11,1.0991
2003-03-12,1.0964
2003-03-13,1.0771
2003-03-14,1.0707
2003-03-17,1.0602
2003-03-18,1.0596
2003-03-19,1.0531
2003-03-20,1.0584
2003-03-21,1.0500
2003-03-24,1.0614
2003-03-25,1.0621
2003-03-26,1.0652
2003-03-27,1.0655
2003-03-28,1.0751
2003-03-31,1.0868
2003-04-01,1.0860
2003-04-02,1.0729
2003-04-03,1.0704
2003-04-04,1.0702
2003-04-07,1.0628
2003-04-08,1.0684
2003-04-09,1.0736
2003-04-10,1.0769
2003-04-11,1.0727
2003-04-14,1.0754
2003-04-15,1.0790
2003-04-16,1.0887
2003-04-17,1.0859
2003-04-21,1.0843
2003-04-22,1.0948
2003-04-23,1.0942
2003-04-24,1.1005
2003-04-25,1.1005
2003-04-28,1.0962
2003-04-29,1.1049
2003-04-30,1.1159
2003-05-01,1.1210
2003-05-02,1.1211
2003-05-05,1.1264
2003-05-06,1.1404
2003-05-07,1.1358
2003-05-08,1.1482
2003-05-09,1.1475
2003-05-12,1.1544
2003-05-13,1.1502
2003-05-14,1.1492
2003-05-15,1.1388
2003-05-16,1.1565
2003-05-19,1.1640
2003-05-20,1.1700
2003-05-21,1.1660
2003-05-22,1.1688
2003-05-23,1.1793
2003-05-27,1.1844
2003-05-28,1.1742
2003-05-29,1.1846
2003-05-30,1.1760
2003-06-02,1.1727
2003-06-03,1.1716
2003-06-04,1.1655
2003-06-05,1.1813
2003-06-06,1.1669
2003-06-09,1.1709
2003-06-10,1.1647
2003-06-11,1.1726
2003-06-12,1.1731
2003-06-13,1.1835
2003-06-16,1.1806
2003-06-17,1.1767
2003-06-18,1.1657
2003-06-19,1.1678
2003-06-20,1.1550
2003-06-23,1.1521
2003-06-24,1.1477
2003-06-25,1.1507
2003-06-26,1.1402
2003-06-27,1.1392
2003-06-30,1.1469
2003-07-01,1.1536
2003-07-02,1.1519
2003-07-03,1.1461
2003-07-07,1.1300
2003-07-08,1.1281
2003-07-09,1.1317
2003-07-10,1.1366
2003-07-11,1.1291
2003-07-14,1.1260
2003-07-15,1.1175
2003-07-16,1.1191
2003-07-17,1.1194
2003-07-18,1.1269
2003-07-21,1.1326
2003-07-22,1.1312
2003-07-23,1.1445
2003-07-24,1.1449
2003-07-25,1.1492
2003-07-28,1.1487
2003-07-29,1.1447
2003-07-30,1.1344
2003-07-31,1.1226
